doc_id,domain,title,source_type,language,n_sections,n_tokens,n_chunks,avg_chunk_tokens,created_at_utc,last_updated_at_utc,is_active,contains_tables,pii_risk_level,security_tier,embedding_model,owner_team,search_index,top_keywords
DOC0226,research_papers,Experimental study: Baseline in production systems,pdf_manual,en,19,292,4,73.0,2024-02-28T00:00:00Z,2024-05-23T00:00:00Z,1,1,low,restricted,bge-m3,marketing,global_qa_index_v1,"baseline, limitation, methodology, results"
DOC0227,developer_docs,API reference: Authentication endpoint (2020),policy_file,en,10,159,2,79.5,2024-11-25T00:00:00Z,2025-02-26T00:00:00Z,1,0,none,public,text-embedding-3-large,finance,research_index_v1,"api, response, authentication, request"
DOC0228,hr_policies,People operations handbook — Performance & Probation (2022),wiki_page,en,13,772,10,77.2,2024-07-19T00:00:00Z,2024-12-14T00:00:00Z,1,1,medium,internal,bge-m3,legal,research_index_v1,"leave, probation, benefits, performance"
DOC0229,hr_policies,"HR guideline on contract for permanent staff (APAC, 2025)",notebook,en,7,705,9,78.33,2024-01-18T00:00:00Z,2024-03-19T00:00:00Z,1,0,none,internal,text-embedding-3-small,marketing,global_qa_index_v1,"leave, performance, contract, benefits"
DOC0230,support_faq,"Troubleshooting and Ticket support guide (APAC, 2019)",pdf_manual,en,18,1493,16,93.31,2024-10-10T00:00:00Z,2025-02-15T00:00:00Z,0,0,none,internal,gte-large,data,research_index_v1,"ticket, troubleshooting, reset, steps"
DOC0231,developer_docs,API reference: Response endpoint (2019),wiki_page,en,4,560,7,80.0,2024-03-18T00:00:00Z,2024-08-09T00:00:00Z,1,0,none,internal,gte-large,support,research_index_v1,"authentication, endpoint, api, response"
DOC0232,support_faq,"Steps and Issue support guide (APAC, 2022)",pdf_manual,en,5,1947,21,92.71,2024-09-19T00:00:00Z,2024-11-13T00:00:00Z,1,1,low,internal,all-minilm-l12-v2,support,product_index_v2,"reset, troubleshooting, steps, issue"
DOC0233,product_docs,Feature reference: Features (2022 APAC rollout),internal_doc,en,10,328,4,82.0,2024-07-24T00:00:00Z,2025-01-17T00:00:00Z,1,1,low,public,all-minilm-l12-v2,finance,policy_index_v1,"subscription, features, plan, pricing"
DOC0234,support_faq,Support playbook: handling troubleshooting and issue tickets (2020),internal_doc,en,14,373,4,93.25,2024-11-23T00:00:00Z,2025-02-21T00:00:00Z,1,0,low,highly_restricted,gte-large,engineering,product_index_v2,"issue, ticket, troubleshooting, steps"
DOC0235,policies,"Company policy on usage and privacy (Global, 2019)",policy_file,en,3,545,7,77.86,2024-02-05T00:00:00Z,2024-05-10T00:00:00Z,1,0,none,public,all-minilm-l12-v2,finance,policy_index_v1,"usage, privacy, policy, compliance"
DOC0236,medical_guides,Medication and monitoring guide — Monitoring,web_article,en,4,304,4,76.0,2024-09-07T00:00:00Z,2024-10-01T00:00:00Z,1,0,medium,highly_restricted,all-minilm-l12-v2,engineering,product_index_v2,"treatment, symptoms, monitoring, dosage"
DOC0237,support_faq,"Reset and Troubleshooting support guide (APAC, 2025)",policy_file,en,4,277,3,92.33,2024-08-07T00:00:00Z,2024-11-17T00:00:00Z,1,1,low,public,gte-large,finance,policy_index_v1,"troubleshooting, ticket, issue, reset"
DOC0238,research_papers,Experimental study: Limitation in production systems,internal_doc,en,12,511,7,73.0,2024-06-11T00:00:00Z,2024-11-28T00:00:00Z,0,0,none,public,bge-m3,legal,product_index_v2,"dataset, limitation, methodology, baseline"
DOC0239,research_papers,Applied research summary — Methodology (2025),pdf_manual,en,20,531,7,75.86,2024-09-25T00:00:00Z,2024-12-22T00:00:00Z,1,0,low,internal,text-embedding-3-large,support,global_qa_index_v1,"methodology, baseline, dataset, results"
DOC0240,financial_reports,Revenue and margin analysis — 2023 Global,internal_doc,en,25,1529,21,72.81,2024-06-19T00:00:00Z,2024-07-16T00:00:00Z,1,0,low,restricted,text-embedding-3-small,marketing,policy_index_v1,"segment, cost, revenue, forecast"
DOC0241,support_faq,Support playbook: handling reset and issue tickets (2020),wiki_page,en,23,379,4,94.75,2024-01-15T00:00:00Z,2024-04-14T00:00:00Z,1,1,low,public,e5-mistral-7b,marketing,product_index_v2,"troubleshooting, issue, reset, steps"
DOC0242,product_docs,Product configuration guide — Subscription and Features,wiki_page,en,22,838,10,83.8,2024-11-23T00:00:00Z,2024-12-18T00:00:00Z,1,1,none,public,e5-mistral-7b,marketing,product_index_v2,"features, pricing, plan, subscription"
DOC0243,financial_reports,Business performance review — Q1 2022,policy_file,en,8,141,2,70.5,2024-01-02T00:00:00Z,2024-01-17T00:00:00Z,1,0,low,restricted,text-embedding-3-small,product,policy_index_v1,"revenue, cost, forecast, margin"
DOC0244,product_docs,Admin guide for features and advanced settings,policy_file,en,17,914,11,83.09,2024-12-03T00:00:00Z,2025-01-01T00:00:00Z,1,0,none,public,text-embedding-3-large,finance,policy_index_v1,"features, plan, subscription, pricing"
DOC0245,developer_docs,Developer integration guide — Request and Authentication,wiki_page,en,22,164,2,82.0,2024-09-21T00:00:00Z,2025-03-15T00:00:00Z,1,0,none,public,bge-m3,data,research_index_v1,"api, endpoint, authentication, request"
DOC0246,product_docs,Admin guide for plan and advanced settings,pdf_manual,en,11,162,2,81.0,2024-04-02T00:00:00Z,2024-08-06T00:00:00Z,0,0,none,restricted,e5-mistral-7b,marketing,research_index_v1,"subscription, limits, plan, pricing"
DOC0247,product_docs,Product configuration guide — Limits and Pricing,internal_doc,en,17,496,6,82.67,2024-05-17T00:00:00Z,2024-11-05T00:00:00Z,1,0,medium,internal,text-embedding-3-small,support,research_index_v1,"subscription, limits, features, pricing"
DOC0248,product_docs,Admin guide for pricing and advanced settings,web_article,en,22,1091,13,83.92,2024-01-21T00:00:00Z,2024-02-29T00:00:00Z,1,0,none,internal,e5-mistral-7b,hr,research_index_v1,"pricing, plan, limits, subscription"
DOC0249,developer_docs,API reference: Request endpoint (2024),spreadsheet,en,4,393,5,78.6,2024-11-29T00:00:00Z,2025-01-09T00:00:00Z,1,0,low,restricted,text-embedding-3-large,data,policy_index_v1,"authentication, api, endpoint, request"
DOC0250,developer_docs,API reference: Endpoint endpoint (2020),policy_file,en,26,395,5,79.0,2024-05-23T00:00:00Z,2024-06-04T00:00:00Z,1,1,low,public,all-minilm-l12-v2,finance,policy_index_v1,"request, api, endpoint, authentication"
DOC0251,financial_reports,Business performance review — Q2 2023,pdf_manual,en,23,708,10,70.8,2024-11-06T00:00:00Z,2025-03-25T00:00:00Z,1,0,none,internal,bge-m3,finance,policy_index_v1,"segment, forecast, revenue, cost"
DOC0252,financial_reports,Quarterly financial summary — Q2 2022 (Global),policy_file,en,10,215,3,71.67,2024-05-26T00:00:00Z,2024-06-04T00:00:00Z,1,0,low,restricted,bge-m3,marketing,research_index_v1,"cost, revenue, segment, forecast"
DOC0253,financial_reports,Business performance review — Q2 2025,web_article,en,16,779,11,70.82,2024-11-22T00:00:00Z,2025-02-15T00:00:00Z,1,1,none,public,e5-mistral-7b,engineering,product_index_v2,"margin, forecast, revenue, cost"
DOC0254,medical_guides,Medication and monitoring guide — Dosage,wiki_page,en,13,309,4,77.25,2024-10-04T00:00:00Z,2024-12-22T00:00:00Z,1,1,low,internal,all-minilm-l12-v2,finance,research_index_v1,"side effects, treatment, dosage, symptoms"
DOC0255,product_docs,Product configuration guide — Pricing and Limits,web_article,en,16,163,2,81.5,2024-11-29T00:00:00Z,2025-04-04T00:00:00Z,1,1,medium,internal,gte-large,support,product_index_v2,"limits, plan, pricing, subscription"
DOC0256,hr_policies,People operations handbook — Leave & Performance (2024),spreadsheet,en,23,304,4,76.0,2024-11-07T00:00:00Z,2025-01-09T00:00:00Z,1,1,none,highly_restricted,all-minilm-l12-v2,data,global_qa_index_v1,"performance, probation, leave, contract"
DOC0257,research_papers,Experimental study: Methodology in production systems,policy_file,en,19,302,4,75.5,2024-06-25T00:00:00Z,2024-09-29T00:00:00Z,1,1,none,public,text-embedding-3-large,marketing,research_index_v1,"results, dataset, methodology, limitation"
DOC0258,support_faq,"How to issue — internal support article (AMER, 2019)",notebook,en,6,191,2,95.5,2024-07-26T00:00:00Z,2025-01-08T00:00:00Z,1,0,low,public,text-embedding-3-large,support,research_index_v1,"reset, issue, troubleshooting, steps"
DOC0259,medical_guides,Medication and monitoring guide — Treatment,internal_doc,en,12,838,11,76.18,2024-06-30T00:00:00Z,2024-11-10T00:00:00Z,0,1,low,restricted,all-minilm-l12-v2,engineering,product_index_v2,"treatment, side effects, dosage, monitoring"
DOC0260,financial_reports,Quarterly financial summary — Q1 2024 (Global),spreadsheet,en,20,288,4,72.0,2024-03-28T00:00:00Z,2024-04-28T00:00:00Z,1,1,none,public,e5-mistral-7b,engineering,product_index_v2,"cost, margin, revenue, segment"
DOC0261,product_docs,Product configuration guide — Pricing and Features,pdf_manual,en,26,246,3,82.0,2024-04-25T00:00:00Z,2024-07-01T00:00:00Z,1,0,none,internal,text-embedding-3-small,marketing,product_index_v2,"features, limits, pricing, subscription"
DOC0262,research_papers,Internal research report on limitation and results (2021),notebook,en,9,311,4,77.75,2024-10-02T00:00:00Z,2024-10-25T00:00:00Z,1,0,none,internal,all-minilm-l12-v2,data,research_index_v1,"results, methodology, limitation, baseline"
DOC0263,policies,Information governance standard — Privacy,wiki_page,en,18,370,5,74.0,2024-01-22T00:00:00Z,2024-05-07T00:00:00Z,1,0,medium,internal,gte-large,engineering,product_index_v2,"compliance, policy, privacy, usage"
DOC0264,hr_policies,Employee probation and leave policy — AMER 2023,spreadsheet,en,10,385,5,77.0,2024-03-22T00:00:00Z,2024-04-16T00:00:00Z,1,1,none,restricted,text-embedding-3-large,product,product_index_v2,"performance, probation, benefits, leave"
DOC0265,hr_policies,People operations handbook — Benefits & Probation (2024),spreadsheet,en,16,691,9,76.78,2024-01-12T00:00:00Z,2024-05-14T00:00:00Z,1,1,none,internal,all-minilm-l12-v2,marketing,product_index_v2,"performance, benefits, leave, probation"
DOC0266,research_papers,Experimental study: Methodology in production systems,spreadsheet,en,21,375,5,75.0,2024-08-04T00:00:00Z,2024-09-13T00:00:00Z,1,1,none,restricted,text-embedding-3-small,data,policy_index_v1,"dataset, limitation, methodology, baseline"
DOC0267,medical_guides,Medication and monitoring guide — Monitoring,wiki_page,en,3,233,3,77.67,2024-01-08T00:00:00Z,2024-04-29T00:00:00Z,1,0,none,highly_restricted,all-minilm-l12-v2,marketing,global_qa_index_v1,"symptoms, dosage, side effects, monitoring"
DOC0268,hr_policies,People operations handbook — Benefits & Contract (2020),spreadsheet,en,12,385,5,77.0,2024-03-07T00:00:00Z,2024-05-30T00:00:00Z,1,0,none,highly_restricted,text-embedding-3-large,legal,global_qa_index_v1,"contract, leave, benefits, probation"
DOC0269,financial_reports,Quarterly financial summary — Q4 2020 (AMER),policy_file,en,15,872,12,72.67,2024-08-15T00:00:00Z,2024-12-08T00:00:00Z,1,1,none,highly_restricted,e5-mistral-7b,legal,product_index_v2,"cost, forecast, revenue, segment"
DOC0270,support_faq,"Steps and Issue support guide (Global, 2024)",pdf_manual,en,15,465,5,93.0,2024-12-18T00:00:00Z,2025-05-13T00:00:00Z,1,0,none,internal,gte-large,product,research_index_v1,"reset, issue, steps, ticket"
DOC0271,hr_policies,Employee probation and contract policy — APAC 2024,policy_file,en,7,307,4,76.75,2024-03-14T00:00:00Z,2024-09-09T00:00:00Z,1,0,none,restricted,e5-mistral-7b,support,global_qa_index_v1,"performance, contract, probation, leave"
DOC0272,financial_reports,Business performance review — Q4 2024,internal_doc,en,26,282,4,70.5,2024-12-22T00:00:00Z,2025-01-09T00:00:00Z,0,1,none,internal,text-embedding-3-large,data,policy_index_v1,"forecast, margin, revenue, segment"
DOC0273,financial_reports,Quarterly financial summary — Q2 2023 (EMEA),pdf_manual,en,13,288,4,72.0,2024-11-27T00:00:00Z,2025-03-23T00:00:00Z,1,1,low,internal,all-minilm-l12-v2,hr,global_qa_index_v1,"segment, forecast, margin, cost"
DOC0274,support_faq,"Troubleshooting and Reset support guide (EMEA, 2019)",policy_file,en,14,1679,18,93.28,2024-11-12T00:00:00Z,2025-02-22T00:00:00Z,1,0,none,public,gte-large,marketing,policy_index_v1,"troubleshooting, reset, ticket, steps"
DOC0275,policies,"Company policy on terms and compliance (APAC, 2019)",internal_doc,en,24,847,11,77.0,2024-03-10T00:00:00Z,2024-09-03T00:00:00Z,1,0,none,internal,all-minilm-l12-v2,data,global_qa_index_v1,"terms, compliance, policy, usage"
DOC0276,product_docs,Admin guide for pricing and advanced settings,notebook,en,21,496,6,82.67,2024-01-30T00:00:00Z,2024-02-26T00:00:00Z,1,1,none,restricted,gte-large,data,product_index_v2,"subscription, limits, plan, pricing"
DOC0277,support_faq,"Troubleshooting and Ticket support guide (EMEA, 2025)",internal_doc,en,23,465,5,93.0,2024-09-24T00:00:00Z,2024-12-28T00:00:00Z,1,1,none,public,gte-large,finance,research_index_v1,"steps, reset, troubleshooting, ticket"
DOC0278,research_papers,Applied research summary — Baseline (2021),notebook,en,5,893,12,74.42,2024-05-09T00:00:00Z,2024-08-13T00:00:00Z,0,0,none,internal,text-embedding-3-small,legal,global_qa_index_v1,"baseline, limitation, results, methodology"
DOC0279,hr_policies,"HR guideline on benefits for permanent staff (APAC, 2022)",web_article,en,12,1021,13,78.54,2024-09-01T00:00:00Z,2024-12-19T00:00:00Z,0,1,low,highly_restricted,all-minilm-l12-v2,hr,research_index_v1,"contract, probation, performance, benefits"
DOC0280,research_papers,Internal research report on baseline and limitation (2025),web_article,en,21,150,2,75.0,2024-09-21T00:00:00Z,2025-01-01T00:00:00Z,1,0,none,public,text-embedding-3-small,marketing,policy_index_v1,"methodology, limitation, results, baseline"
DOC0281,policies,"Company policy on privacy and usage (EMEA, 2019)",wiki_page,en,16,477,6,79.5,2024-10-31T00:00:00Z,2025-01-10T00:00:00Z,1,1,low,restricted,all-minilm-l12-v2,data,research_index_v1,"usage, compliance, terms, privacy"
DOC0282,product_docs,Admin guide for features and advanced settings,internal_doc,en,24,826,10,82.6,2024-06-19T00:00:00Z,2024-07-31T00:00:00Z,1,1,low,internal,gte-large,finance,product_index_v2,"features, subscription, plan, pricing"
DOC0283,developer_docs,API reference: Api endpoint (2022),spreadsheet,en,20,474,6,79.0,2024-11-26T00:00:00Z,2025-04-08T00:00:00Z,1,1,low,internal,text-embedding-3-large,support,research_index_v1,"request, response, endpoint, api"
DOC0284,research_papers,Applied research summary — Limitation (2025),notebook,en,25,3991,53,75.3,2024-11-30T00:00:00Z,2025-03-17T00:00:00Z,1,1,low,restricted,text-embedding-3-large,support,research_index_v1,"results, limitation, dataset, methodology"
DOC0285,medical_guides,Clinical guidance on symptoms and treatment (2025 edition),policy_file,en,19,1931,24,80.46,2024-10-04T00:00:00Z,2024-12-31T00:00:00Z,1,0,medium,highly_restricted,bge-m3,hr,research_index_v1,"symptoms, dosage, side effects, treatment"
DOC0286,research_papers,Applied research summary — Results (2022),pdf_manual,en,17,587,8,73.38,2024-08-29T00:00:00Z,2025-01-12T00:00:00Z,1,1,none,internal,text-embedding-3-small,finance,policy_index_v1,"dataset, results, limitation, baseline"
DOC0287,medical_guides,Medication and monitoring guide — Monitoring,policy_file,en,21,159,2,79.5,2024-01-16T00:00:00Z,2024-03-24T00:00:00Z,1,0,medium,internal,bge-m3,engineering,product_index_v2,"treatment, monitoring, symptoms, dosage"
DOC0288,research_papers,Internal research report on dataset and baseline (2022),policy_file,en,21,381,5,76.2,2024-12-18T00:00:00Z,2024-12-30T00:00:00Z,1,0,none,internal,all-minilm-l12-v2,hr,global_qa_index_v1,"dataset, methodology, baseline, limitation"
DOC0289,support_faq,"Steps and Issue support guide (AMER, 2020)",internal_doc,en,20,559,6,93.17,2024-08-27T00:00:00Z,2024-12-14T00:00:00Z,1,0,none,internal,e5-mistral-7b,product,policy_index_v1,"issue, troubleshooting, ticket, steps"
DOC0290,product_docs,Feature reference: Plan (2019 Global rollout),spreadsheet,en,14,568,7,81.14,2024-10-16T00:00:00Z,2025-04-04T00:00:00Z,1,0,low,public,gte-large,product,policy_index_v1,"plan, subscription, pricing, limits"
DOC0291,hr_policies,"HR guideline on performance for permanent staff (AMER, 2024)",notebook,en,9,155,2,77.5,2024-02-08T00:00:00Z,2024-06-07T00:00:00Z,1,1,low,highly_restricted,gte-large,data,product_index_v2,"probation, performance, leave, contract"
DOC0292,research_papers,Applied research summary — Methodology (2019),web_article,en,23,596,8,74.5,2024-12-18T00:00:00Z,2025-04-09T00:00:00Z,1,0,low,restricted,all-minilm-l12-v2,data,product_index_v2,"methodology, limitation, dataset, results"
DOC0293,support_faq,"Troubleshooting and Steps support guide (Global, 2022)",wiki_page,en,9,464,5,92.8,2024-10-05T00:00:00Z,2025-02-15T00:00:00Z,1,1,low,public,text-embedding-3-small,hr,research_index_v1,"issue, steps, troubleshooting, reset"
DOC0294,support_faq,Support playbook: handling reset and steps tickets (2022),policy_file,en,5,185,2,92.5,2024-01-18T00:00:00Z,2024-05-31T00:00:00Z,1,0,medium,public,gte-large,support,global_qa_index_v1,"troubleshooting, reset, steps, ticket"
DOC0295,medical_guides,Clinical guidance on side effects and dosage (2019 edition),notebook,en,4,159,2,79.5,2024-04-04T00:00:00Z,2024-07-23T00:00:00Z,1,0,low,highly_restricted,text-embedding-3-small,legal,policy_index_v1,"dosage, monitoring, side effects, treatment"
DOC0296,policies,Information governance standard — Policy,wiki_page,en,18,1606,22,73.0,2024-05-20T00:00:00Z,2024-10-15T00:00:00Z,1,0,low,highly_restricted,text-embedding-3-large,product,research_index_v1,"policy, privacy, usage, compliance"
DOC0297,developer_docs,Developer integration guide — Request and Endpoint,policy_file,en,9,1234,15,82.27,2024-04-26T00:00:00Z,2024-05-28T00:00:00Z,0,0,none,public,e5-mistral-7b,engineering,policy_index_v1,"api, authentication, request, endpoint"
DOC0298,support_faq,"Ticket and Troubleshooting support guide (APAC, 2020)",spreadsheet,en,14,834,9,92.67,2024-12-03T00:00:00Z,2024-12-20T00:00:00Z,1,0,low,public,bge-m3,support,research_index_v1,"troubleshooting, ticket, issue, steps"
DOC0299,support_faq,Support playbook: handling troubleshooting and steps tickets (2021),policy_file,en,19,1601,17,94.18,2024-05-21T00:00:00Z,2024-11-02T00:00:00Z,1,0,low,restricted,bge-m3,hr,research_index_v1,"troubleshooting, issue, ticket, steps"
DOC0300,medical_guides,Treatment protocol overview — Side effects (AMER),internal_doc,en,13,486,6,81.0,2024-09-30T00:00:00Z,2024-11-11T00:00:00Z,0,1,medium,highly_restricted,gte-large,finance,global_qa_index_v1,"symptoms, side effects, treatment, monitoring"
DOC0301,support_faq,Support playbook: handling ticket and troubleshooting tickets (2021),notebook,en,13,283,3,94.33,2024-01-10T00:00:00Z,2024-01-16T00:00:00Z,0,1,none,highly_restricted,gte-large,hr,product_index_v2,"ticket, issue, reset, troubleshooting"
DOC0302,medical_guides,Clinical guidance on treatment and side effects (2019 edition),notebook,en,10,656,8,82.0,2024-07-27T00:00:00Z,2024-08-20T00:00:00Z,1,1,low,restricted,all-minilm-l12-v2,marketing,research_index_v1,"symptoms, side effects, treatment, dosage"
DOC0303,policies,"Company policy on privacy and terms (EMEA, 2020)",web_article,en,8,620,8,77.5,2024-08-08T00:00:00Z,2024-11-26T00:00:00Z,1,1,none,internal,e5-mistral-7b,finance,research_index_v1,"privacy, policy, terms, compliance"
DOC0304,hr_policies,Employee benefits and leave policy — APAC 2022,spreadsheet,en,5,538,7,76.86,2024-03-23T00:00:00Z,2024-07-06T00:00:00Z,1,1,low,internal,gte-large,hr,global_qa_index_v1,"performance, benefits, probation, leave"
DOC0305,policies,Data and access policy — 2021 update,internal_doc,en,18,371,5,74.2,2024-06-06T00:00:00Z,2024-11-20T00:00:00Z,1,1,none,public,all-minilm-l12-v2,support,global_qa_index_v1,"privacy, usage, policy, terms"
DOC0306,policies,Information governance standard — Usage,wiki_page,en,18,887,12,73.92,2024-04-15T00:00:00Z,2024-07-03T00:00:00Z,1,1,none,public,gte-large,engineering,research_index_v1,"compliance, policy, terms, usage"
DOC0307,support_faq,"Steps and Ticket support guide (APAC, 2023)",internal_doc,en,7,281,3,93.67,2024-02-03T00:00:00Z,2024-03-17T00:00:00Z,1,0,low,public,all-minilm-l12-v2,data,research_index_v1,"issue, troubleshooting, ticket, steps"
DOC0308,medical_guides,Clinical guidance on monitoring and dosage (2022 edition),policy_file,en,21,953,12,79.42,2024-12-02T00:00:00Z,2025-02-25T00:00:00Z,1,0,medium,internal,bge-m3,product,global_qa_index_v1,"treatment, dosage, side effects, monitoring"
DOC0309,hr_policies,"HR guideline on benefits for permanent staff (EMEA, 2022)",spreadsheet,en,14,464,6,77.33,2024-05-21T00:00:00Z,2024-08-31T00:00:00Z,1,0,none,restricted,all-minilm-l12-v2,product,global_qa_index_v1,"leave, benefits, performance, probation"
DOC0310,product_docs,Admin guide for pricing and advanced settings,web_article,en,25,242,3,80.67,2024-01-08T00:00:00Z,2024-03-22T00:00:00Z,1,1,none,internal,bge-m3,finance,global_qa_index_v1,"plan, subscription, limits, pricing"
DOC0311,hr_policies,People operations handbook — Benefits & Probation (2021),web_article,en,7,616,8,77.0,2024-05-08T00:00:00Z,2024-07-04T00:00:00Z,1,1,none,restricted,gte-large,data,research_index_v1,"performance, benefits, probation, contract"
DOC0312,developer_docs,Service-to-service auth and api — engineering guide 2023,policy_file,en,26,499,6,83.17,2024-09-26T00:00:00Z,2025-03-08T00:00:00Z,1,1,none,restricted,text-embedding-3-large,legal,global_qa_index_v1,"api, request, response, endpoint"
DOC0313,support_faq,"Steps and Ticket support guide (EMEA, 2019)",web_article,en,5,650,7,92.86,2024-08-28T00:00:00Z,2024-11-20T00:00:00Z,1,1,low,public,bge-m3,legal,product_index_v2,"ticket, issue, steps, troubleshooting"
DOC0314,policies,"Company policy on privacy and compliance (Global, 2025)",wiki_page,en,5,854,11,77.64,2024-10-17T00:00:00Z,2024-11-10T00:00:00Z,1,1,low,internal,bge-m3,marketing,global_qa_index_v1,"terms, policy, compliance, privacy"
DOC0315,medical_guides,Treatment protocol overview — Dosage (Global),notebook,en,8,844,11,76.73,2024-07-05T00:00:00Z,2024-12-07T00:00:00Z,0,1,none,restricted,text-embedding-3-large,product,policy_index_v1,"symptoms, dosage, monitoring, side effects"
DOC0316,product_docs,Product configuration guide — Subscription and Plan,internal_doc,en,7,166,2,83.0,2024-05-10T00:00:00Z,2024-07-31T00:00:00Z,1,0,none,public,text-embedding-3-large,data,product_index_v2,"limits, features, plan, subscription"
DOC0317,research_papers,Experimental study: Baseline in production systems,spreadsheet,en,10,292,4,73.0,2024-05-12T00:00:00Z,2024-10-31T00:00:00Z,1,0,low,public,all-minilm-l12-v2,support,policy_index_v1,"results, dataset, limitation, baseline"
DOC0318,support_faq,Support playbook: handling issue and steps tickets (2025),web_article,en,3,190,2,95.0,2024-01-07T00:00:00Z,2024-03-23T00:00:00Z,1,1,none,highly_restricted,text-embedding-3-large,finance,research_index_v1,"issue, reset, steps, ticket"
DOC0319,medical_guides,Treatment protocol overview — Side effects (Global),policy_file,en,9,325,4,81.25,2024-03-31T00:00:00Z,2024-04-22T00:00:00Z,1,0,none,restricted,all-minilm-l12-v2,hr,product_index_v2,"treatment, dosage, monitoring, side effects"
DOC0320,product_docs,Admin guide for features and advanced settings,spreadsheet,en,16,501,6,83.5,2024-12-24T00:00:00Z,2025-01-26T00:00:00Z,1,1,none,internal,all-minilm-l12-v2,support,research_index_v1,"limits, pricing, features, subscription"
DOC0321,product_docs,Product configuration guide — Subscription and Pricing,web_article,en,6,329,4,82.25,2024-05-12T00:00:00Z,2024-06-11T00:00:00Z,1,0,none,public,gte-large,finance,product_index_v2,"plan, limits, subscription, pricing"
DOC0322,developer_docs,Service-to-service auth and response — engineering guide 2024,internal_doc,en,24,579,7,82.71,2024-06-24T00:00:00Z,2024-10-28T00:00:00Z,1,0,low,public,gte-large,legal,research_index_v1,"endpoint, api, response, request"
DOC0323,financial_reports,Business performance review — Q1 2025,internal_doc,en,19,424,6,70.67,2024-11-11T00:00:00Z,2025-01-04T00:00:00Z,1,0,none,internal,e5-mistral-7b,marketing,policy_index_v1,"forecast, segment, revenue, margin"
DOC0324,support_faq,"How to reset — internal support article (APAC, 2021)",policy_file,en,19,1340,14,95.71,2024-09-25T00:00:00Z,2025-02-11T00:00:00Z,1,1,low,public,all-minilm-l12-v2,engineering,global_qa_index_v1,"issue, ticket, reset, steps"
DOC0325,medical_guides,Treatment protocol overview — Monitoring (Global),spreadsheet,en,6,848,11,77.09,2024-03-03T00:00:00Z,2024-08-24T00:00:00Z,1,0,low,internal,bge-m3,engineering,research_index_v1,"side effects, dosage, monitoring, symptoms"
DOC0326,product_docs,Product configuration guide — Limits and Pricing,internal_doc,en,11,1845,22,83.86,2024-10-19T00:00:00Z,2024-12-21T00:00:00Z,1,0,low,restricted,bge-m3,legal,research_index_v1,"subscription, pricing, limits, features"
DOC0327,policies,"Company policy on privacy and terms (Global, 2024)",internal_doc,en,8,379,5,75.8,2024-02-17T00:00:00Z,2024-07-25T00:00:00Z,1,0,none,internal,text-embedding-3-large,data,product_index_v2,"compliance, terms, privacy, usage"
DOC0328,policies,Data and access policy — 2022 update,spreadsheet,en,24,456,6,76.0,2024-07-18T00:00:00Z,2024-12-29T00:00:00Z,1,0,none,internal,text-embedding-3-large,support,research_index_v1,"terms, policy, usage, compliance"
DOC0329,hr_policies,People operations handbook — Leave & Benefits (2020),spreadsheet,en,20,149,2,74.5,2024-07-17T00:00:00Z,2024-10-17T00:00:00Z,1,0,none,restricted,gte-large,legal,research_index_v1,"benefits, leave, probation, performance"
DOC0330,product_docs,Admin guide for pricing and advanced settings,pdf_manual,en,17,410,5,82.0,2024-03-22T00:00:00Z,2024-07-21T00:00:00Z,1,0,none,public,text-embedding-3-small,legal,research_index_v1,"pricing, subscription, limits, features"
DOC0331,developer_docs,Developer integration guide — Request and Endpoint,pdf_manual,en,23,1564,19,82.32,2024-04-09T00:00:00Z,2024-05-06T00:00:00Z,1,0,low,restricted,e5-mistral-7b,engineering,research_index_v1,"authentication, response, endpoint, request"
DOC0332,research_papers,Internal research report on dataset and limitation (2020),wiki_page,en,23,463,6,77.17,2024-04-01T00:00:00Z,2024-08-15T00:00:00Z,1,1,none,restricted,e5-mistral-7b,data,global_qa_index_v1,"limitation, results, dataset, baseline"
DOC0333,financial_reports,Quarterly financial summary — Q3 2019 (AMER),wiki_page,en,5,580,8,72.5,2024-02-08T00:00:00Z,2024-08-05T00:00:00Z,1,0,low,public,all-minilm-l12-v2,engineering,research_index_v1,"revenue, segment, forecast, margin"
DOC0334,research_papers,Experimental study: Dataset in production systems,notebook,en,13,825,11,75.0,2024-01-28T00:00:00Z,2024-06-03T00:00:00Z,1,1,low,public,gte-large,product,research_index_v1,"results, methodology, limitation, dataset"
DOC0335,medical_guides,Medication and monitoring guide — Monitoring,wiki_page,en,19,1457,19,76.68,2024-04-29T00:00:00Z,2024-06-14T00:00:00Z,1,1,none,internal,bge-m3,product,global_qa_index_v1,"dosage, symptoms, treatment, monitoring"
DOC0336,product_docs,Admin guide for limits and advanced settings,web_article,en,15,1429,17,84.06,2024-04-10T00:00:00Z,2024-07-06T00:00:00Z,1,0,none,restricted,text-embedding-3-large,hr,policy_index_v1,"pricing, limits, subscription, features"
DOC0337,financial_reports,Quarterly financial summary — Q1 2019 (Global),spreadsheet,en,21,144,2,72.0,2024-08-02T00:00:00Z,2024-11-20T00:00:00Z,0,1,low,internal,text-embedding-3-large,marketing,research_index_v1,"segment, cost, forecast, revenue"
DOC0338,policies,Information governance standard — Privacy,internal_doc,en,23,436,6,72.67,2024-07-07T00:00:00Z,2024-11-05T00:00:00Z,1,0,low,restricted,all-minilm-l12-v2,support,product_index_v2,"policy, compliance, privacy, terms"
