chunk_id,doc_id,domain,chunk_index,estimated_tokens,chunk_text
C02179,DOC0284,research_papers,22,74,"This portion is taken from an applied research or experimental study document. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why results was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02180,DOC0284,research_papers,23,74,"This passage comes from an applied research or experimental study document. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why limitation was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02181,DOC0284,research_papers,24,74,"The following section comes from an applied research or experimental study document. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why limitation was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02182,DOC0284,research_papers,25,73,"This segment is drawn from a research-style document or technical paper. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why limitation was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02183,DOC0284,research_papers,26,74,"This portion is taken from an applied research or experimental study document. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why limitation was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02184,DOC0284,research_papers,27,74,"This passage comes from an applied research or experimental study document. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why results was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02185,DOC0284,research_papers,28,74,"This passage comes from an applied research or experimental study document. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02186,DOC0284,research_papers,29,78,"Here is a portion of a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why methodology was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02187,DOC0284,research_papers,30,73,"This portion is drawn from a research-style document or technical paper. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why results was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02188,DOC0284,research_papers,31,78,"Here is a portion of a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why limitation was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02189,DOC0284,research_papers,32,78,"Here is a portion of a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why results was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02190,DOC0284,research_papers,33,73,"The snippet below comes from a research-style document or technical paper. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why methodology was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02191,DOC0284,research_papers,34,74,"This portion is taken from an applied research or experimental study document. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why methodology was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02192,DOC0284,research_papers,35,74,"This passage comes from an applied research or experimental study document. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why methodology was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02193,DOC0284,research_papers,36,78,"This part is taken from a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why results was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02194,DOC0284,research_papers,37,78,"Below we show part of a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why methodology was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02195,DOC0284,research_papers,38,74,"The following section comes from an applied research or experimental study document. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02196,DOC0284,research_papers,39,74,"The following section comes from an applied research or experimental study document. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why methodology was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02197,DOC0284,research_papers,40,78,"Here is a portion of a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02198,DOC0284,research_papers,41,78,"Below we show part of a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02199,DOC0284,research_papers,42,74,"The following section comes from an applied research or experimental study document. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why results was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02200,DOC0284,research_papers,43,78,"Here is a portion of a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why results was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02201,DOC0284,research_papers,44,78,"This part is taken from a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02202,DOC0284,research_papers,45,78,"Here is a portion of a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why methodology was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02203,DOC0284,research_papers,46,78,"This part is taken from a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02204,DOC0284,research_papers,47,78,"This part is taken from a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why methodology was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02205,DOC0284,research_papers,48,78,"Here is a portion of a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why results was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02206,DOC0284,research_papers,49,73,"The snippet below comes from a research-style document or technical paper. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why methodology was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02207,DOC0284,research_papers,50,78,"Below we show part of a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02208,DOC0284,research_papers,51,73,"This segment is drawn from a research-style document or technical paper. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why results was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02209,DOC0284,research_papers,52,74,"This passage comes from an applied research or experimental study document. In this section of 'Applied research summary — Limitation (2025)' summarises the study design and key metrics. It explains why results was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02210,DOC0285,medical_guides,0,84,"This section shows part of a medical or care guideline that might support clinicians. This opening section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how side effects interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02211,DOC0285,medical_guides,1,78,"The following section comes from a healthcare guideline or protocol document. This part of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how dosage interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02212,DOC0285,medical_guides,2,82,"Below is a portion of a medical or care guideline that might support clinicians. This part of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how treatment interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02213,DOC0285,medical_guides,3,83,"You are looking at part of a medical or care guideline that might support clinicians. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how symptoms interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02214,DOC0285,medical_guides,4,79,"The following section comes from a healthcare guideline or protocol document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how symptoms interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02215,DOC0285,medical_guides,5,80,"This passage comes from a healthcare guideline or protocol document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how side effects interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02216,DOC0285,medical_guides,6,84,"Below is a portion of a medical or care guideline that might support clinicians. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how side effects interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02217,DOC0285,medical_guides,7,84,"Below is a portion of a medical or care guideline that might support clinicians. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how side effects interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02218,DOC0285,medical_guides,8,79,"This portion is taken from a healthcare guideline or protocol document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how treatment interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02219,DOC0285,medical_guides,9,80,"This portion is taken from a healthcare guideline or protocol document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how side effects interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02220,DOC0285,medical_guides,10,79,"This section comes from a clinical or medical guidance document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how side effects interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02221,DOC0285,medical_guides,11,78,"This section comes from a clinical or medical guidance document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how treatment interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02222,DOC0285,medical_guides,12,83,"Below is a portion of a medical or care guideline that might support clinicians. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how symptoms interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02223,DOC0285,medical_guides,13,78,"This section comes from a clinical or medical guidance document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how treatment interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02224,DOC0285,medical_guides,14,78,"Here is material from a clinical or medical guidance document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how dosage interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02225,DOC0285,medical_guides,15,79,"The following text comes from a clinical or medical guidance document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how side effects interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02226,DOC0285,medical_guides,16,78,"Here is material from a clinical or medical guidance document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how dosage interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02227,DOC0285,medical_guides,17,78,"The following text comes from a clinical or medical guidance document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how treatment interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02228,DOC0285,medical_guides,18,80,"The following section comes from a healthcare guideline or protocol document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how side effects interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02229,DOC0285,medical_guides,19,83,"Below is a portion of a medical or care guideline that might support clinicians. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how symptoms interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02230,DOC0285,medical_guides,20,83,"You are looking at part of a medical or care guideline that might support clinicians. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how symptoms interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02231,DOC0285,medical_guides,21,78,"The following text comes from a clinical or medical guidance document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how symptoms interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02232,DOC0285,medical_guides,22,84,"You are looking at part of a medical or care guideline that might support clinicians. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how side effects interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02233,DOC0285,medical_guides,23,79,"This portion is taken from a healthcare guideline or protocol document. In this section of 'Clinical guidance on symptoms and treatment (2025 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how symptoms interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02234,DOC0286,research_papers,0,74,"This passage comes from an applied research or experimental study document. This opening section of 'Applied research summary — Results (2022)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02235,DOC0286,research_papers,1,71,"This segment is drawn from a research-style document or technical paper. This part of 'Applied research summary — Results (2022)' summarises the study design and key metrics. It explains why baseline was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02236,DOC0286,research_papers,2,73,"This portion is taken from an applied research or experimental study document. This part of 'Applied research summary — Results (2022)' summarises the study design and key metrics. It explains why baseline was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02237,DOC0286,research_papers,3,74,"This portion is taken from an applied research or experimental study document. In this section of 'Applied research summary — Results (2022)' summarises the study design and key metrics. It explains why limitation was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02238,DOC0286,research_papers,4,74,"This portion is taken from an applied research or experimental study document. In this section of 'Applied research summary — Results (2022)' summarises the study design and key metrics. It explains why results was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02239,DOC0286,research_papers,5,73,"This portion is drawn from a research-style document or technical paper. In this section of 'Applied research summary — Results (2022)' summarises the study design and key metrics. It explains why limitation was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02240,DOC0286,research_papers,6,74,"This passage comes from an applied research or experimental study document. In this section of 'Applied research summary — Results (2022)' summarises the study design and key metrics. It explains why baseline was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02241,DOC0286,research_papers,7,74,"The following section comes from an applied research or experimental study document. In this section of 'Applied research summary — Results (2022)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02242,DOC0287,medical_guides,0,80,"Below is a portion of a medical or care guideline that might support clinicians. This opening section of 'Medication and monitoring guide — Monitoring' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how symptoms interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02243,DOC0287,medical_guides,1,79,"This section shows part of a medical or care guideline that might support clinicians. This part of 'Medication and monitoring guide — Monitoring' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how monitoring interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
C02244,DOC0288,research_papers,0,77,"This portion is taken from an applied research or experimental study document. This opening section of 'Internal research report on dataset and baseline (2022)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02245,DOC0288,research_papers,1,79,"Here is a portion of a written study that was ingested into the RAG corpus. This part of 'Internal research report on dataset and baseline (2022)' summarises the study design and key metrics. It explains why baseline was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02246,DOC0288,research_papers,2,75,"The following section comes from an applied research or experimental study document. This part of 'Internal research report on dataset and baseline (2022)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02247,DOC0288,research_papers,3,75,"This portion is drawn from a research-style document or technical paper. In this section of 'Internal research report on dataset and baseline (2022)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02248,DOC0288,research_papers,4,75,"This portion is drawn from a research-style document or technical paper. In this section of 'Internal research report on dataset and baseline (2022)' summarises the study design and key metrics. It explains why limitation was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02249,DOC0289,support_faq,0,93,"Here is a mid-section excerpt from a customer support knowledge base article. This opening section of 'Steps and Issue support guide (AMER, 2020)' explains how to troubleshooting when users face ticket issues. It walks through the steps that agents follow in the internal help center, highlighting common failure modes and when to escalate a ticket to second‑line support. The examples are written in plain language so non-technical staff can resolve incidents quickly."
C02250,DOC0289,support_faq,1,92,"This is a middle section taken from a customer support knowledge base article. This part of 'Steps and Issue support guide (AMER, 2020)' explains how to ticket when users face issue issues. It walks through the steps that agents follow in the internal help center, highlighting common failure modes and when to escalate a ticket to second‑line support. The examples are written in plain language so non-technical staff can resolve incidents quickly."
C02251,DOC0289,support_faq,2,91,"Below are a few paragraphs from a practical troubleshooting FAQ. This part of 'Steps and Issue support guide (AMER, 2020)' explains how to issue when users face ticket issues. It walks through the steps that agents follow in the internal help center, highlighting common failure modes and when to escalate a ticket to second‑line support. The examples are written in plain language so non-technical staff can resolve incidents quickly."
C02252,DOC0289,support_faq,3,95,"The following text comes from a support FAQ article used in a help center. In this section of 'Steps and Issue support guide (AMER, 2020)' explains how to ticket when users face steps issues. It walks through the steps that agents follow in the internal help center, highlighting common failure modes and when to escalate a ticket to second‑line support. The examples are written in plain language so non-technical staff can resolve incidents quickly."
C02253,DOC0289,support_faq,4,93,"Here is a mid-section excerpt from a customer support knowledge base article. In this section of 'Steps and Issue support guide (AMER, 2020)' explains how to steps when users face ticket issues. It walks through the steps that agents follow in the internal help center, highlighting common failure modes and when to escalate a ticket to second‑line support. The examples are written in plain language so non-technical staff can resolve incidents quickly."
C02254,DOC0289,support_faq,5,95,"Here is material from a support FAQ article used in a help center. In this section of 'Steps and Issue support guide (AMER, 2020)' explains how to ticket when users face steps issues. It walks through the steps that agents follow in the internal help center, highlighting common failure modes and when to escalate a ticket to second‑line support. The examples are written in plain language so non-technical staff can resolve incidents quickly."
C02255,DOC0290,product_docs,0,82,"This portion is taken from product documentation used by implementation teams. This opening section of 'Feature reference: Plan (2019 Global rollout)' explains the core configuration options that product admins rely on. It outlines how limits and plan are exposed in the UI, which settings are locked behind feature flags, and how changes are rolled out to live environments with minimal disruption for customers."
C02256,DOC0290,product_docs,1,83,"You are looking at part of a product manual that explains how features behave. This part of 'Feature reference: Plan (2019 Global rollout)' explains the core configuration options that product admins rely on. It outlines how subscription and pricing are exposed in the UI, which settings are locked behind feature flags, and how changes are rolled out to live environments with minimal disruption for customers."
C02257,DOC0290,product_docs,2,79,"This part belongs to a product configuration or feature guide. This part of 'Feature reference: Plan (2019 Global rollout)' explains the core configuration options that product admins rely on. It outlines how subscription and pricing are exposed in the UI, which settings are locked behind feature flags, and how changes are rolled out to live environments with minimal disruption for customers."
C02258,DOC0290,product_docs,3,82,"The following section comes from product documentation used by implementation teams. In this section of 'Feature reference: Plan (2019 Global rollout)' explains the core configuration options that product admins rely on. It outlines how pricing and limits are exposed in the UI, which settings are locked behind feature flags, and how changes are rolled out to live environments with minimal disruption for customers."
C02259,DOC0290,product_docs,4,80,"Here is a chunk that belongs to a product configuration or feature guide. In this section of 'Feature reference: Plan (2019 Global rollout)' explains the core configuration options that product admins rely on. It outlines how pricing and plan are exposed in the UI, which settings are locked behind feature flags, and how changes are rolled out to live environments with minimal disruption for customers."
C02260,DOC0290,product_docs,5,80,"The following portion belongs to a product configuration or feature guide. In this section of 'Feature reference: Plan (2019 Global rollout)' explains the core configuration options that product admins rely on. It outlines how pricing and subscription are exposed in the UI, which settings are locked behind feature flags, and how changes are rolled out to live environments with minimal disruption for customers."
C02261,DOC0290,product_docs,6,82,"This portion is taken from product documentation used by implementation teams. In this section of 'Feature reference: Plan (2019 Global rollout)' explains the core configuration options that product admins rely on. It outlines how pricing and subscription are exposed in the UI, which settings are locked behind feature flags, and how changes are rolled out to live environments with minimal disruption for customers."
C02262,DOC0291,hr_policies,0,77,"The following is part of a people operations or workplace policy document. This opening section of 'HR guideline on performance for permanent staff (AMER, 2024)' describes how contract is handled for employees across regions. It clarifies eligibility rules, approval workflows, and how exceptions are documented in the HRIS. Managers are given practical guidance on communicating changes and recording decisions consistently."
C02263,DOC0291,hr_policies,1,78,"This section comes from HR documentation used for employees and managers. This part of 'HR guideline on performance for permanent staff (AMER, 2024)' describes how probation is handled for employees across regions. It clarifies eligibility rules, approval workflows, and how exceptions are documented in the HRIS. Managers are given practical guidance on communicating changes and recording decisions consistently."
C02264,DOC0292,research_papers,0,74,"The following section comes from an applied research or experimental study document. This opening section of 'Applied research summary — Methodology (2019)' summarises the study design and key metrics. It explains why limitation was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02265,DOC0292,research_papers,1,73,"This portion is taken from an applied research or experimental study document. This part of 'Applied research summary — Methodology (2019)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02266,DOC0292,research_papers,2,77,"Below we show part of a written study that was ingested into the RAG corpus. This part of 'Applied research summary — Methodology (2019)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02267,DOC0292,research_papers,3,73,"The snippet below comes from a research-style document or technical paper. In this section of 'Applied research summary — Methodology (2019)' summarises the study design and key metrics. It explains why dataset was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02268,DOC0292,research_papers,4,78,"Below we show part of a written study that was ingested into the RAG corpus. In this section of 'Applied research summary — Methodology (2019)' summarises the study design and key metrics. It explains why methodology was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02269,DOC0292,research_papers,5,74,"This passage comes from an applied research or experimental study document. In this section of 'Applied research summary — Methodology (2019)' summarises the study design and key metrics. It explains why limitation was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02270,DOC0292,research_papers,6,73,"This portion is drawn from a research-style document or technical paper. In this section of 'Applied research summary — Methodology (2019)' summarises the study design and key metrics. It explains why methodology was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02271,DOC0292,research_papers,7,74,"This portion is taken from an applied research or experimental study document. In this section of 'Applied research summary — Methodology (2019)' summarises the study design and key metrics. It explains why limitation was chosen as a focus, how the dataset was constructed, and which baselines the research team used when comparing new models to existing systems."
C02272,DOC0293,support_faq,0,93,"Here is a mid-section excerpt from a customer support knowledge base article. This opening section of 'Troubleshooting and Steps support guide (Global, 2022)' explains how to steps when users face reset issues. It walks through the steps that agents follow in the internal help center, highlighting common failure modes and when to escalate a ticket to second‑line support. The examples are written in plain language so non-technical staff can resolve incidents quickly."
C02273,DOC0293,support_faq,1,92,"This is a middle section taken from a customer support knowledge base article. This part of 'Troubleshooting and Steps support guide (Global, 2022)' explains how to steps when users face issue issues. It walks through the steps that agents follow in the internal help center, highlighting common failure modes and when to escalate a ticket to second‑line support. The examples are written in plain language so non-technical staff can resolve incidents quickly."
C02274,DOC0293,support_faq,2,92,"The following mid-section comes from a customer support knowledge base article. This part of 'Troubleshooting and Steps support guide (Global, 2022)' explains how to steps when users face reset issues. It walks through the steps that agents follow in the internal help center, highlighting common failure modes and when to escalate a ticket to second‑line support. The examples are written in plain language so non-technical staff can resolve incidents quickly."
C02275,DOC0293,support_faq,3,92,"This excerpt gathers a few paragraphs from a practical troubleshooting FAQ. In this section of 'Troubleshooting and Steps support guide (Global, 2022)' explains how to steps when users face issue issues. It walks through the steps that agents follow in the internal help center, highlighting common failure modes and when to escalate a ticket to second‑line support. The examples are written in plain language so non-technical staff can resolve incidents quickly."
C02276,DOC0293,support_faq,4,95,"This section comes from a support FAQ article used in a help center. In this section of 'Troubleshooting and Steps support guide (Global, 2022)' explains how to steps when users face reset issues. It walks through the steps that agents follow in the internal help center, highlighting common failure modes and when to escalate a ticket to second‑line support. The examples are written in plain language so non-technical staff can resolve incidents quickly."
C02277,DOC0294,support_faq,0,93,"This excerpt gathers a few paragraphs from a practical troubleshooting FAQ. This opening section of 'Support playbook: handling reset and steps tickets (2022)' explains how to troubleshooting when users face ticket issues. It walks through the steps that agents follow in the internal help center, highlighting common failure modes and when to escalate a ticket to second‑line support. The examples are written in plain language so non-technical staff can resolve incidents quickly."
C02278,DOC0294,support_faq,1,92,"Below are a few paragraphs from a practical troubleshooting FAQ. This part of 'Support playbook: handling reset and steps tickets (2022)' explains how to troubleshooting when users face steps issues. It walks through the steps that agents follow in the internal help center, highlighting common failure modes and when to escalate a ticket to second‑line support. The examples are written in plain language so non-technical staff can resolve incidents quickly."
C02279,DOC0295,medical_guides,0,80,"The following section comes from a healthcare guideline or protocol document. This opening section of 'Clinical guidance on side effects and dosage (2019 edition)' gives clinicians a structured overview of dosing, monitoring, and follow‑up. It highlights red‑flag symptoms, when to escalate care, and how monitoring interacts with other common treatments. Tables and examples are designed to be read quickly during a consultation."
